# gridcell_lon=-3.50000, gridcell_lat=37.50000
times_utc,alpha,beta,ssa,pwater,pressure,ozone,albedo
2022-04-14 01:30:00,0.33568,0.21006,0.93094,1.61859,915.50791,0.33857,0.19365
2022-04-14 02:30:00,0.28641,0.21517,0.93093,1.65531,915.51316,0.33855,0.19365
2022-04-14 03:30:00,0.25943,0.221,0.93092,1.66626,915.51841,0.33853,0.19365
2022-04-14 04:30:00,0.26063,0.23259,0.93091,1.66549,915.52366,0.33851,0.19365
2022-04-14 05:30:00,0.26757,0.2445,0.93091,1.63348,915.52891,0.33849,0.19366
2022-04-14 06:30:00,0.28054,0.25694,0.9309,1.61474,915.53416,0.33847,0.19366
2022-04-14 07:30:00,0.26794,0.25483,0.93089,1.59444,915.53941,0.33845,0.19366
2022-04-14 08:30:00,0.25925,0.25062,0.93088,1.61007,915.54466,0.33843,0.19366
2022-04-14 09:30:00,0.30948,0.184,0.93087,1.64601,915.54991,0.33841,0.19366
2022-04-14 10:30:00,0.31098,0.19047,0.93086,1.6882,915.55516,0.33839,0.19366
2022-04-14 11:30:00,0.3099,0.19956,0.93085,1.7304,915.56041,0.33837,0.19366
2022-04-14 12:30:00,0.33387,0.18005,0.93084,1.77806,915.56566,0.33835,0.19366
2022-04-14 13:30:00,0.33215,0.18519,0.93083,1.81634,915.57091,0.33833,0.19366
2022-04-14 14:30:00,0.3321,0.19412,0.93082,1.82724,915.57616,0.33831,0.19367
2022-04-14 15:30:00,0.32507,0.20102,0.93081,1.80064,915.58141,0.33829,0.19367
2022-04-14 16:30:00,0.3214,0.20561,0.9308,1.7514,915.58666,0.33827,0.19367
2022-04-14 17:30:00,0.32641,0.20372,0.93079,1.69124,915.59191,0.33825,0.19367
2022-04-14 18:30:00,0.34325,0.1921,0.93078,1.63576,915.59716,0.33823,0.19367
2022-04-14 19:30:00,0.37027,0.17801,0.93077,1.59202,915.60241,0.33821,0.19367
2022-04-14 20:30:00,0.39849,0.17062,0.93076,1.57014,915.60766,0.33819,0.19367
2022-04-14 21:30:00,0.41992,0.17386,0.93075,1.57406,915.61291,0.33817,0.19367
2022-04-14 22:30:00,0.42296,0.18577,0.93074,1.58306,915.61816,0.33815,0.19367
2022-04-14 23:30:00,0.40497,0.20346,0.93073,1.58699,915.62341,0.33813,0.19368
2022-04-15 00:30:00,0.37833,0.22118,0.93072,1.58586,915.62866,0.33811,0.19368
2022-04-15 01:30:00,0.35294,0.23556,0.93071,1.57457,915.63391,0.33809,0.19368
2022-04-15 02:30:00,0.33692,0.24829,0.93071,1.55041,915.63916,0.33807,0.19368
2022-04-15 03:30:00,0.33056,0.25366,0.9307,1.48092,915.64441,0.33805,0.19368
2022-04-15 04:30:00,0.31607,0.25649,0.93069,1.37469,915.64965,0.33803,0.19368
2022-04-15 05:30:00,0.28555,0.26633,0.93068,1.27745,915.6549,0.33801,0.19368
2022-04-15 06:30:00,0.25384,0.27886,0.93067,1.20756,915.66015,0.33799,0.19368
2022-04-15 07:30:00,0.22795,0.29266,0.93066,1.16618,915.6654,0.33797,0.19369
2022-04-15 08:30:00,0.1978,0.31773,0.93065,1.15138,915.67065,0.33795,0.19369
2022-04-15 09:30:00,0.17381,0.34675,0.93064,1.17178,915.6759,0.33793,0.19369
2022-04-15 10:30:00,0.15856,0.3728,0.93063,1.21216,915.68115,0.33791,0.19369
2022-04-15 11:30:00,0.15272,0.3939,0.93062,1.25991,915.6864,0.33789,0.19369
2022-04-15 12:30:00,0.22294,0.25987,0.93061,1.3126,915.69165,0.33787,0.19369
2022-04-15 13:30:00,0.24407,0.24928,0.9306,1.36302,915.6969,0.33785,0.19369
2022-04-15 14:30:00,0.26653,0.24165,0.93059,1.41308,915.70215,0.33783,0.19369
2022-04-15 15:30:00,0.28684,0.23814,0.93058,1.45287,915.7074,0.33781,0.19369
2022-04-15 16:30:00,0.30918,0.23557,0.93057,1.48128,915.71265,0.33779,0.1937
2022-04-15 17:30:00,0.33049,0.23346,0.93056,1.50112,915.7179,0.33777,0.1937
2022-04-15 18:30:00,0.34466,0.23108,0.93055,1.50066,915.72315,0.33775,0.1937
2022-04-15 19:30:00,0.34693,0.2287,0.93054,1.476,915.7284,0.33773,0.1937
2022-04-15 20:30:00,0.33818,0.22936,0.93053,1.43106,915.73365,0.33771,0.1937
2022-04-15 21:30:00,0.32516,0.23543,0.93052,1.38224,915.7389,0.33769,0.1937
2022-04-15 22:30:00,0.31175,0.24381,0.93052,1.33462,915.74415,0.33767,0.1937
2022-04-15 23:30:00,0.30946,0.24717,0.93051,1.29368,915.7494,0.33765,0.1937
2022-04-16 00:30:00,0.32394,0.24189,0.9305,1.27423,915.75465,0.33763,0.1937
2022-04-16 01:30:00,0.34928,0.23051,0.93049,1.27897,915.7599,0.33761,0.19371
2022-04-16 02:30:00,0.37608,0.2172,0.93048,1.28836,915.76515,0.33759,0.19371
2022-04-16 03:30:00,0.39626,0.20448,0.93047,1.27584,915.7704,0.33758,0.19371
2022-04-16 04:30:00,0.40922,0.19396,0.93046,1.24614,915.77565,0.33756,0.19371
2022-04-16 05:30:00,0.41797,0.18587,0.93045,1.21644,915.7809,0.33754,0.19371
2022-04-16 06:30:00,0.42619,0.17866,0.93044,1.19457,915.78615,0.33752,0.19371
2022-04-16 07:30:00,0.43856,0.17183,0.93043,1.1895,915.7914,0.3375,0.19371
2022-04-16 08:30:00,0.45528,0.16516,0.93042,1.20321,915.79665,0.33748,0.19371
2022-04-16 09:30:00,0.47707,0.15832,0.93041,1.23567,915.8019,0.33746,0.19371
2022-04-16 10:30:00,0.50406,0.15235,0.9304,1.27982,915.80715,0.33744,0.19372
2022-04-16 11:30:00,0.53508,0.14598,0.93039,1.3251,915.81239,0.33742,0.19372
2022-04-16 12:30:00,0.65916,0.11267,0.93038,1.3653,915.81764,0.3374,0.19372
2022-04-16 13:30:00,0.71236,0.1022,0.93037,1.39534,915.82289,0.33738,0.19372
2022-04-16 14:30:00,0.75044,0.09429,0.93036,1.41602,915.82814,0.33736,0.19372
2022-04-16 15:30:00,0.78425,0.08626,0.93035,1.41994,915.83339,0.33734,0.19372
2022-04-16 16:30:00,0.81199,0.07851,0.93034,1.4113,915.83864,0.33732,0.19372
2022-04-16 17:30:00,0.83334,0.07162,0.93033,1.39913,915.84389,0.3373,0.19372
2022-04-16 18:30:00,0.85375,0.06479,0.93032,1.38315,915.84914,0.33728,0.19372
2022-04-16 19:30:00,0.88303,0.05785,0.93032,1.36426,915.85439,0.33726,0.19373
2022-04-16 20:30:00,0.92667,0.05113,0.93031,1.34159,915.85964,0.33724,0.19373
2022-04-16 21:30:00,0.98179,0.04542,0.9303,1.32007,915.86489,0.33722,0.19373
2022-04-16 22:30:00,1.03603,0.04155,0.93029,1.29583,915.87014,0.3372,0.19373
2022-04-16 23:30:00,1.07739,0.0394,0.93028,1.26068,915.87539,0.33718,0.19373
2022-04-17 00:30:00,1.10208,0.03838,0.93027,1.2208,915.88064,0.33716,0.19373
2022-04-17 01:30:00,1.10986,0.03812,0.93026,1.18522,915.88589,0.33714,0.19373
2022-04-17 02:30:00,1.10432,0.03865,0.93025,1.15713,915.89114,0.33712,0.19373
2022-04-17 03:30:00,1.08638,0.03965,0.93024,1.12241,915.89639,0.3371,0.19373
2022-04-17 04:30:00,1.05792,0.04066,0.93023,1.07633,915.90164,0.33708,0.19374
2022-04-17 05:30:00,1.02602,0.0413,0.93022,1.02435,915.90689,0.33706,0.19374
2022-04-17 06:30:00,0.99623,0.0418,0.93021,0.97422,915.91214,0.33704,0.19374
2022-04-17 07:30:00,0.97111,0.04229,0.9302,0.93621,915.91739,0.33702,0.19374
2022-04-17 08:30:00,0.9572,0.04255,0.93019,0.92098,915.92264,0.337,0.19374
2022-04-17 09:30:00,0.96158,0.04288,0.93018,0.9354,915.92789,0.33698,0.19374
2022-04-17 10:30:00,0.97856,0.04334,0.93017,0.97251,915.93314,0.33696,0.19374
2022-04-17 11:30:00,0.99914,0.04401,0.93016,1.01674,915.93839,0.33694,0.19374
2022-04-17 12:30:00,1.00265,0.04584,0.93015,1.06724,915.94364,0.33692,0.19374
2022-04-17 13:30:00,1.03615,0.04608,0.93014,1.1196,915.94889,0.3369,0.19375
2022-04-17 14:30:00,1.07218,0.04969,0.93013,1.17209,915.95414,0.33688,0.19375
2022-04-17 15:30:00,1.09067,0.05599,0.93012,1.20803,915.95939,0.33686,0.19375
2022-04-17 16:30:00,1.10665,0.05489,0.93012,1.23145,915.96464,0.33684,0.19375
2022-04-17 17:30:00,1.11379,0.05743,0.93011,1.24823,915.96989,0.33682,0.19375
2022-04-17 18:30:00,1.11496,0.06128,0.9301,1.25329,915.97513,0.3368,0.19375
2022-04-17 19:30:00,1.10995,0.05961,0.93009,1.24313,915.98038,0.33678,0.19375
2022-04-17 20:30:00,1.10161,0.06007,0.93008,1.22594,915.98563,0.33676,0.19375
2022-04-17 21:30:00,1.09773,0.06166,0.93007,1.22828,915.99088,0.33674,0.19376
2022-04-17 22:30:00,1.0919,0.06153,0.93006,1.24002,915.99613,0.33672,0.19376
2022-04-17 23:30:00,1.08708,0.05886,0.93005,1.25448,916.00138,0.3367,0.19376
2022-04-18 00:30:00,1.09063,0.05765,0.93004,1.28335,916.00663,0.33668,0.19376
2022-04-18 01:30:00,1.1016,0.0589,0.93003,1.32316,916.01188,0.33666,0.19376
2022-04-18 02:30:00,1.1123,0.05993,0.93002,1.36368,916.01713,0.33664,0.19376
2022-04-18 03:30:00,1.11739,0.06034,0.93001,1.39212,916.02238,0.33662,0.19376
2022-04-18 04:30:00,1.12207,0.06147,0.93,1.40808,916.02763,0.3366,0.19376
2022-04-18 05:30:00,1.11941,0.06518,0.92999,1.42332,916.03288,0.33658,0.19376
2022-04-18 06:30:00,1.11465,0.06648,0.92998,1.4475,916.03813,0.33656,0.19377
2022-04-18 07:30:00,1.11172,0.06543,0.92997,1.47091,916.04338,0.33654,0.19377
2022-04-18 08:30:00,1.10979,0.06478,0.92996,1.49234,916.04863,0.33652,0.19377
2022-04-18 09:30:00,1.10775,0.06205,0.92995,1.51066,916.05388,0.3365,0.19377
2022-04-18 10:30:00,1.10234,0.06325,0.92994,1.53095,916.05913,0.33648,0.19377
2022-04-18 11:30:00,1.09605,0.06512,0.92993,1.55127,916.06438,0.33646,0.19377
2022-04-18 12:30:00,1.01749,0.07669,0.92992,1.57121,916.06963,0.33644,0.19377
2022-04-18 13:30:00,1.03638,0.07638,0.92992,1.59349,916.07488,0.33642,0.19377
2022-04-18 14:30:00,1.05127,0.07735,0.92991,1.60447,916.08013,0.3364,0.19377
2022-04-18 15:30:00,1.06191,0.07992,0.9299,1.60959,916.08538,0.33638,0.19378
2022-04-18 16:30:00,1.06524,0.08156,0.92989,1.60725,916.09063,0.33636,0.19378
2022-04-18 17:30:00,1.06173,0.08303,0.92988,1.594,916.09588,0.33634,0.19378
2022-04-18 18:30:00,1.08086,0.08276,0.92987,1.56945,916.10113,0.33632,0.19378
2022-04-18 19:30:00,1.09534,0.07421,0.92986,1.51914,916.10638,0.3363,0.19378
2022-04-18 20:30:00,1.09463,0.06726,0.92985,1.45633,916.11163,0.33628,0.19378
2022-04-18 21:30:00,1.0808,0.06426,0.92984,1.3985,916.11688,0.33626,0.19378
2022-04-18 22:30:00,1.06018,0.06294,0.92983,1.34851,916.12213,0.33624,0.19378
2022-04-18 23:30:00,1.04735,0.06112,0.92982,1.29853,916.12738,0.33622,0.19378
2022-04-19 00:30:00,1.04186,0.059,0.92981,1.23879,916.13262,0.3362,0.19379
2022-04-19 01:30:00,1.03155,0.0571,0.9298,1.1642,916.13787,0.33618,0.19379
2022-04-19 02:30:00,1.01622,0.05575,0.92979,1.09545,916.14312,0.33616,0.19379
2022-04-19 03:30:00,1.0061,0.05463,0.92978,1.04781,916.14837,0.33614,0.19379
2022-04-19 04:30:00,1.00073,0.0543,0.92977,1.02401,916.15362,0.33612,0.19379
2022-04-19 05:30:00,0.9889,0.05505,0.92976,1.00648,916.15887,0.3361,0.19379
2022-04-19 06:30:00,0.96319,0.05679,0.92975,0.97722,916.16412,0.33608,0.19379
2022-04-19 07:30:00,0.9363,0.05844,0.92974,0.94478,916.16937,0.33606,0.19379
2022-04-19 08:30:00,0.92138,0.05985,0.92973,0.93305,916.17462,0.33604,0.19379
2022-04-19 09:30:00,0.89406,0.06478,0.92972,0.9397,916.17987,0.33602,0.1938
2022-04-19 10:30:00,0.91358,0.06403,0.92972,0.9401,916.18512,0.336,0.1938
2022-04-19 11:30:00,0.9403,0.06295,0.92971,0.93854,916.19037,0.33598,0.1938
2022-04-19 12:30:00,0.98605,0.0608,0.9297,0.95145,916.19562,0.33596,0.1938
2022-04-19 13:30:00,1.05574,0.05813,0.92969,0.9733,916.20087,0.33594,0.1938
2022-04-19 14:30:00,1.10659,0.05862,0.92968,0.99205,916.20612,0.33592,0.1938
2022-04-19 15:30:00,0.98966,0.06985,0.92967,0.97132,916.21137,0.3359,0.1938
2022-04-19 16:30:00,0.97293,0.0693,0.92966,0.91652,916.21662,0.33588,0.1938
2022-04-19 17:30:00,0.92034,0.07028,0.92965,0.86761,916.22187,0.33586,0.1938
2022-04-19 18:30:00,0.88709,0.07113,0.92964,0.87577,916.22712,0.33584,0.19381
2022-04-19 19:30:00,0.90004,0.07568,0.92963,0.97614,916.23237,0.33582,0.19381
2022-04-19 20:30:00,0.91977,0.08903,0.92962,1.09524,916.23762,0.3358,0.19381
2022-04-19 21:30:00,0.9004,0.1066,0.92961,1.16788,916.24287,0.33578,0.19381
2022-04-19 22:30:00,0.8761,0.1148,0.9296,1.18627,916.24812,0.33576,0.19381
2022-04-19 23:30:00,0.88486,0.10322,0.92959,1.12424,916.25337,0.33574,0.19381
2022-04-20 00:30:00,0.92364,0.0948,0.92958,1.04343,916.25862,0.33572,0.19381
2022-04-20 01:30:00,0.94526,0.09258,0.92957,1.01809,916.26387,0.3357,0.19381
2022-04-20 02:30:00,0.95507,0.09501,0.92956,1.05764,916.26912,0.33568,0.19382
2022-04-20 03:30:00,0.96584,0.09081,0.92955,1.05539,916.27437,0.33566,0.19382
2022-04-20 04:30:00,0.95168,0.0825,0.92954,1.01088,916.27962,0.33564,0.19382
2022-04-20 05:30:00,0.93314,0.07426,0.92953,0.98976,916.28487,0.33562,0.19382
2022-04-20 06:30:00,0.99524,0.08144,0.92952,1.01437,916.29012,0.3356,0.19382
2022-04-20 07:30:00,1.03364,0.08382,0.92952,1.05501,916.29536,0.33558,0.19382
2022-04-20 08:30:00,1.05987,0.07719,0.92951,1.09175,916.30061,0.33556,0.19382
2022-04-20 09:30:00,1.06933,0.06676,0.9295,1.1023,916.30586,0.33554,0.19382
2022-04-20 10:30:00,1.07359,0.06066,0.92949,1.10036,916.31111,0.33552,0.19382
2022-04-20 11:30:00,1.06419,0.05894,0.92948,1.10624,916.31636,0.3355,0.19383
2022-04-20 12:30:00,0.8039,0.12623,0.92947,1.11516,916.32161,0.33548,0.19383
2022-04-20 13:30:00,0.87052,0.11978,0.92946,1.12359,916.32686,0.33546,0.19383
2022-04-20 14:30:00,0.92241,0.1116,0.92945,1.14219,916.33211,0.33544,0.19383
2022-04-20 15:30:00,0.95619,0.10581,0.92944,1.20377,916.33736,0.33542,0.19383
2022-04-20 16:30:00,0.9463,0.11161,0.92943,1.30325,916.34261,0.3354,0.19383
2022-04-20 17:30:00,0.9212,0.11164,0.92942,1.36095,916.34786,0.33538,0.19383
2022-04-20 18:30:00,0.93179,0.09637,0.92941,1.3542,916.35311,0.33536,0.19383
2022-04-20 19:30:00,0.93825,0.06902,0.9294,1.26622,916.35836,0.33534,0.19383
2022-04-20 20:30:00,0.92091,0.05408,0.92939,1.14231,916.36361,0.33532,0.19384
2022-04-20 21:30:00,0.89872,0.04731,0.92938,1.05278,916.36886,0.3353,0.19384
2022-04-20 22:30:00,0.87641,0.04574,0.92937,0.98906,916.37411,0.33528,0.19384
2022-04-20 23:30:00,0.84639,0.04705,0.92936,0.92807,916.37936,0.33526,0.19384
2022-04-21 00:30:00,0.8326,0.04779,0.92935,0.85655,916.38461,0.33524,0.19384
2022-04-21 01:30:00,0.84033,0.04623,0.92934,0.77955,916.38986,0.33522,0.19384
2022-04-21 02:30:00,0.85349,0.04413,0.92933,0.71702,916.39511,0.3352,0.19384
2022-04-21 03:30:00,0.85661,0.04323,0.92933,0.67051,916.40036,0.33518,0.19384
2022-04-21 04:30:00,0.87661,0.04257,0.92932,0.65604,916.40561,0.33517,0.19384
2022-04-21 05:30:00,0.90561,0.04306,0.92931,0.66052,916.41086,0.33515,0.19385
2022-04-21 06:30:00,0.92309,0.04496,0.9293,0.66539,916.41611,0.33513,0.19385
2022-04-21 07:30:00,0.92969,0.04735,0.92929,0.66029,916.42136,0.33511,0.19385
2022-04-21 08:30:00,0.92423,0.05077,0.92928,0.64505,916.42661,0.33509,0.19385
2022-04-21 09:30:00,0.93829,0.05174,0.92927,0.63819,916.43186,0.33507,0.19385
2022-04-21 10:30:00,0.8638,0.04878,0.92926,0.63719,916.43711,0.33505,0.19385
2022-04-21 11:30:00,0.79881,0.04716,0.92925,0.64851,916.44236,0.33503,0.19385
2022-04-21 12:30:00,0.76826,0.04923,0.92924,0.67644,916.44761,0.33501,0.19385
2022-04-21 13:30:00,0.785,0.04897,0.92923,0.71339,916.45286,0.33499,0.19385
2022-04-21 14:30:00,0.8179,0.05067,0.92922,0.74586,916.4581,0.33497,0.19386
2022-04-21 15:30:00,0.83841,0.05595,0.92921,0.76892,916.46335,0.33495,0.19386
2022-04-21 16:30:00,0.89422,0.0612,0.9292,0.8139,916.4686,0.33493,0.19386
2022-04-21 17:30:00,0.94657,0.07131,0.92919,0.88232,916.47385,0.33491,0.19386
2022-04-21 18:30:00,0.95135,0.06721,0.92918,0.96947,916.4791,0.33489,0.19386
2022-04-21 19:30:00,0.95427,0.06339,0.92917,1.07615,916.48435,0.33487,0.19386
2022-04-21 20:30:00,1.00103,0.06757,0.92916,1.22029,916.4896,0.33485,0.19386
2022-04-21 21:30:00,0.99618,0.07793,0.92915,1.37767,916.49485,0.33483,0.19386
2022-04-21 22:30:00,0.96331,0.0945,0.92914,1.47295,916.5001,0.33481,0.19386
2022-04-21 23:30:00,0.94279,0.10752,0.92913,1.49599,916.50535,0.33479,0.19387
2022-04-22 00:30:00,1.00052,0.13428,0.92913,1.49166,916.5106,0.33477,0.19387
2022-04-22 01:30:00,1.00988,0.1362,0.92912,1.4748,916.51585,0.33475,0.19387
2022-04-22 02:30:00,0.98389,0.11346,0.92911,1.45092,916.5211,0.33473,0.19387
2022-04-22 03:30:00,0.98879,0.09792,0.9291,1.41846,916.52635,0.33471,0.19387
2022-04-22 04:30:00,0.97842,0.07918,0.92909,1.35867,916.5316,0.33469,0.19387
2022-04-22 05:30:00,0.95863,0.0702,0.92908,1.3106,916.53685,0.33467,0.19387
2022-04-22 06:30:00,0.94783,0.06614,0.92907,1.28324,916.5421,0.33465,0.19387
2022-04-22 07:30:00,0.93142,0.05976,0.92906,1.28206,916.54735,0.33463,0.19387
2022-04-22 08:30:00,0.92028,0.05688,0.92905,1.29414,916.5526,0.33461,0.19388
2022-04-22 09:30:00,0.91786,0.05573,0.92904,1.31721,916.55785,0.33459,0.19388
2022-04-22 10:30:00,0.91882,0.05556,0.92903,1.36057,916.5631,0.33457,0.19388
2022-04-22 11:30:00,0.92291,0.05679,0.92902,1.42694,916.56835,0.33455,0.19388
2022-04-22 12:30:00,0.91923,0.06176,0.92901,1.48945,916.5736,0.33453,0.19388
2022-04-22 13:30:00,0.92056,0.06798,0.929,1.55746,916.57885,0.33451,0.19388
2022-04-22 14:30:00,0.85268,0.0716,0.92899,1.60716,916.5841,0.33449,0.19388
2022-04-22 15:30:00,0.76181,0.08358,0.92898,1.66901,916.58935,0.33447,0.19388
2022-04-22 16:30:00,0.66748,0.0982,0.92897,1.71503,916.5946,0.33445,0.19389
2022-04-22 17:30:00,0.56849,0.10149,0.92896,1.70805,916.59985,0.33443,0.19389
2022-04-22 18:30:00,0.55695,0.10161,0.92895,1.69725,916.6051,0.33441,0.19389
2022-04-22 19:30:00,0.60878,0.0784,0.92894,1.66695,916.61035,0.33439,0.19389
2022-04-22 20:30:00,0.63275,0.06366,0.92893,1.63195,916.6156,0.33437,0.19389
2022-04-22 21:30:00,0.68639,0.06153,0.92893,1.58994,916.62084,0.33435,0.19389
2022-04-22 22:30:00,0.68209,0.05509,0.92892,1.54479,916.62609,0.33433,0.19389
2022-04-22 23:30:00,0.66309,0.05725,0.92891,1.48229,916.63134,0.33431,0.19389
2022-04-23 00:30:00,0.67577,0.06364,0.9289,1.39367,916.63659,0.33429,0.19389
2022-04-23 01:30:00,0.64539,0.0729,0.92889,1.29566,916.64184,0.33427,0.1939
2022-04-23 02:30:00,0.5727,0.07302,0.92888,1.21875,916.64709,0.33425,0.1939
2022-04-23 03:30:00,0.5795,0.07721,0.92887,1.17386,916.65234,0.33423,0.1939
2022-04-23 04:30:00,0.5324,0.07672,0.92886,1.12192,916.65759,0.33421,0.1939
2022-04-23 05:30:00,0.47917,0.0701,0.92885,1.02584,916.66284,0.33419,0.1939
2022-04-23 06:30:00,0.59009,0.07241,0.92884,0.93363,916.66809,0.33417,0.1939
2022-04-23 07:30:00,0.61957,0.06018,0.92883,0.89139,916.67334,0.33415,0.1939
2022-04-23 08:30:00,0.61192,0.04401,0.92882,0.86945,916.67859,0.33413,0.1939
2022-04-23 09:30:00,0.6488,0.03741,0.92881,0.86392,916.68384,0.33411,0.1939
2022-04-23 10:30:00,0.64584,0.0414,0.9288,0.88689,916.68909,0.33409,0.19391
2022-04-23 11:30:00,0.6181,0.04771,0.92879,0.95632,916.69434,0.33407,0.19391
2022-04-23 12:30:00,0.59827,0.09349,0.92878,1.05899,916.69959,0.33405,0.19391
2022-04-23 13:30:00,0.60715,0.10695,0.92877,1.16636,916.70484,0.33403,0.19391
2022-04-23 14:30:00,0.60763,0.10625,0.92876,1.25034,916.71009,0.33401,0.19391
2022-04-23 15:30:00,0.59083,0.10747,0.92875,1.29723,916.71534,0.33399,0.19391
2022-04-23 16:30:00,0.56507,0.11612,0.92874,1.3121,916.72059,0.33397,0.19391
2022-04-23 17:30:00,0.53842,0.11577,0.92873,1.32073,916.72584,0.33395,0.19391
2022-04-23 18:30:00,0.55372,0.11094,0.92873,1.29538,916.73109,0.33393,0.19391
2022-04-23 19:30:00,0.56218,0.09651,0.92872,1.22708,916.73634,0.33391,0.19392
2022-04-23 20:30:00,0.55207,0.08593,0.92871,1.15409,916.74159,0.33389,0.19392
2022-04-23 21:30:00,0.57548,0.0759,0.9287,1.08227,916.74684,0.33387,0.19392
2022-04-23 22:30:00,0.57495,0.07331,0.92869,1.01823,916.75209,0.33385,0.19392
2022-04-23 23:30:00,0.57984,0.07007,0.92868,0.96626,916.75734,0.33383,0.19392
2022-04-24 00:30:00,0.67432,0.07228,0.92867,0.91194,916.76259,0.33381,0.19392
2022-04-24 01:30:00,0.72302,0.06784,0.92866,0.85217,916.76784,0.33379,0.19392
2022-04-24 02:30:00,0.75123,0.06026,0.92865,0.79552,916.77309,0.33377,0.19392
2022-04-24 03:30:00,0.78506,0.05598,0.92864,0.75176,916.77833,0.33375,0.19392
2022-04-24 04:30:00,0.80019,0.05226,0.92863,0.71968,916.78358,0.33373,0.19393
2022-04-24 05:30:00,0.80971,0.04943,0.92862,0.69988,916.78883,0.33371,0.19393
2022-04-24 06:30:00,0.8294,0.04912,0.92861,0.69002,916.79408,0.33369,0.19393
2022-04-24 07:30:00,0.8496,0.0486,0.9286,0.68914,916.79933,0.33367,0.19393
2022-04-24 08:30:00,0.8697,0.04657,0.92859,0.69862,916.80458,0.33365,0.19393
2022-04-24 09:30:00,0.89739,0.04618,0.92858,0.72354,916.80983,0.33363,0.19393
2022-04-24 10:30:00,0.92285,0.04741,0.92857,0.75533,916.81508,0.33361,0.19393
2022-04-24 11:30:00,0.94203,0.04907,0.92856,0.79649,916.82033,0.33359,0.19393
2022-04-24 12:30:00,0.89943,0.05528,0.92855,0.84216,916.82558,0.33357,0.19393
2022-04-24 13:30:00,0.90292,0.05679,0.92854,0.88901,916.83083,0.33355,0.19394
2022-04-24 14:30:00,0.91073,0.05847,0.92853,0.93664,916.83608,0.33353,0.19394
2022-04-24 15:30:00,0.9496,0.05801,0.92853,0.97687,916.84133,0.33351,0.19394
2022-04-24 16:30:00,0.95925,0.06029,0.92852,1.00498,916.84658,0.33349,0.19394
2022-04-24 17:30:00,0.96508,0.06072,0.92851,1.01903,916.85183,0.33347,0.19394
2022-04-24 18:30:00,0.96144,0.05811,0.9285,1.01511,916.85708,0.33345,0.19394
2022-04-24 19:30:00,0.95001,0.05405,0.92849,0.99792,916.86233,0.33343,0.19394
2022-04-24 20:30:00,0.94317,0.05265,0.92848,0.97605,916.86758,0.33341,0.19394
2022-04-24 21:30:00,0.945,0.05324,0.92847,0.9647,916.87283,0.33339,0.19394
2022-04-24 22:30:00,0.9506,0.05361,0.92846,0.9643,916.87808,0.33337,0.19395
2022-04-24 23:30:00,0.95512,0.05244,0.92845,0.96702,916.88333,0.33335,0.19395
2022-04-25 00:30:00,0.95882,0.05092,0.92844,0.97328,916.88858,0.33333,0.19395
2022-04-25 01:30:00,0.96117,0.04935,0.92843,0.98192,916.89383,0.33331,0.19395
2022-04-25 02:30:00,0.95975,0.04832,0.92842,0.98907,916.89908,0.33329,0.19395
2022-04-25 03:30:00,0.95413,0.04664,0.92841,0.98947,916.90433,0.33327,0.19395
2022-04-25 04:30:00,0.94397,0.04467,0.9284,0.98521,916.90958,0.33325,0.19395
2022-04-25 05:30:00,0.93561,0.04406,0.92839,0.98457,916.91483,0.33323,0.19395
2022-04-25 06:30:00,0.93075,0.04435,0.92838,0.98693,916.92008,0.33321,0.19396
2022-04-25 07:30:00,0.92705,0.04476,0.92837,0.99635,916.92533,0.33319,0.19396
2022-04-25 08:30:00,0.92339,0.04483,0.92836,1.01439,916.93058,0.33317,0.19396
2022-04-25 09:30:00,0.94136,0.04294,0.92835,1.03986,916.93583,0.33315,0.19396
2022-04-25 10:30:00,0.92938,0.0432,0.92834,1.07391,916.94107,0.33313,0.19396
2022-04-25 11:30:00,0.91148,0.04441,0.92834,1.11615,916.94632,0.33311,0.19396
2022-04-25 12:30:00,0.89465,0.04666,0.92833,1.16684,916.95157,0.33309,0.19396
2022-04-25 13:30:00,0.85679,0.05093,0.92832,1.23002,916.95682,0.33307,0.19396
2022-04-25 14:30:00,0.83796,0.05483,0.92831,1.30414,916.96207,0.33305,0.19396
2022-04-25 15:30:00,0.82707,0.05821,0.9283,1.36841,916.96732,0.33303,0.19397
2022-04-25 16:30:00,0.82243,0.0614,0.92829,1.41721,916.97257,0.33301,0.19397
2022-04-25 17:30:00,0.82308,0.06528,0.92828,1.45031,916.97782,0.33299,0.19397
2022-04-25 18:30:00,0.80852,0.0679,0.92827,1.46668,916.98307,0.33297,0.19397
2022-04-25 19:30:00,0.79635,0.07284,0.92826,1.46866,916.98832,0.33295,0.19397
2022-04-25 20:30:00,0.78086,0.07756,0.92825,1.46192,916.99357,0.33293,0.19397
2022-04-25 21:30:00,0.76636,0.07849,0.92824,1.45878,916.99882,0.33291,0.19397
2022-04-25 22:30:00,0.76206,0.07799,0.92823,1.45045,917.00407,0.33289,0.19397
2022-04-25 23:30:00,0.7749,0.07903,0.92822,1.43437,917.00932,0.33287,0.19397
2022-04-26 00:30:00,0.78551,0.08039,0.92821,1.42324,917.01457,0.33285,0.19398
2022-04-26 01:30:00,0.78696,0.08046,0.9282,1.43036,917.01982,0.33283,0.19398
2022-04-26 02:30:00,0.79161,0.08144,0.92819,1.46287,917.02507,0.33281,0.19398
